gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,MonthlyCharges_category
1,2.235112188621971,1,0,1.0739510902105622,0,0.0,1,-0.49266082493126184,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,1
1,2.235112188621971,0,0,1.5627698836379778,1,2.0,1,1.3870594315451747,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,0,0,-0.8813240834990996,1,0.0,0,-1.4865359030682284,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,-0.4474048350192824,1,1,0.6258671962354314,0,1.0,0,-0.6671706630656791,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1
0,2.235112188621971,0,0,-1.2479381785696613,0,0.0,0,-1.3535760263943866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.4474048350192824,0,0,1.4813000847334086,1,1.0,1,0.44969230099459084,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,2,2
1,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,0,0.8186559587645018,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,2,2
0,-0.4474048350192824,0,0,0.992481291305993,1,2.0,1,0.30676043357021116,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,2,2
0,-0.4474048350192824,0,0,0.34072290006943906,0,0.0,1,-0.82173651969902,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1
0,-0.4474048350192824,1,1,0.3814577995217237,1,0.0,1,0.9000938832272299,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,1,0,1.5627698836379778,1,1.0,1,0.6557801098390456,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
0,-0.4474048350192824,0,0,-1.0849985807605227,1,0.0,1,1.4901033359674023,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,2
0,-0.4474048350192824,0,0,-1.166468379665092,0,0.0,0,-0.9995703547502832,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,-0.4474048350192824,0,0,0.2999880006171544,1,2.0,0,-1.5098038814861507,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
1,-0.4474048350192824,1,1,1.31836048692427,1,2.0,0,-1.3402800387270024,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
0,2.235112188621971,1,0,1.3590953863765547,1,1.0,1,1.4302713914641731,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,2,2
0,-0.4474048350192824,0,0,-0.9627938824036689,1,0.0,1,0.9865178030652269,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
0,-0.4474048350192824,1,0,-0.9220589829513843,1,1.0,0,-1.4948458953603434,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,2.235112188621971,1,0,1.31836048692427,1,2.0,1,1.3554814608351373,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,2,2
1,-0.4474048350192824,1,0,-0.840589184046815,1,0.0,1,0.3017744381949424,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,2
0,2.235112188621971,1,1,1.3590953863765547,1,1.0,1,1.5133713143853242,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,2,2
1,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,1,0.5244822316236268,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,2,2
1,2.235112188621971,1,0,-0.47397508897625346,1,0.0,0,0.7139500558838513,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2
0,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,1,0.9366578493125362,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
1,2.235112188621971,0,0,-0.5554448878808227,1,0.0,1,0.7388800327601966,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2
0,-0.4474048350192824,0,0,-0.5147099884285381,1,1.0,1,-1.5197758722366888,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,-0.4474048350192824,1,1,1.6035047830902625,0,2.0,0,-0.020653262739123778,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,1
0,2.235112188621971,1,1,1.6035047830902625,1,2.0,0,0.910065873977768,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,2,2
0,2.235112188621971,0,0,0.8702765929491392,1,0.0,1,0.4796082732462054,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2
0,-0.4474048350192824,1,0,-1.1257334802128074,1,0.0,0,0.09568662935048769,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1,2.235112188621971,0,0,0.7888067940445699,1,0.0,1,0.2618864751927898,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
0,2.235112188621971,1,1,-0.18883079281026105,0,0.0,1,-0.9696543824986689,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1
1,-0.4474048350192824,0,0,0.46292759842629294,1,2.0,0,-1.4965078938187666,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
1,-0.4474048350192824,0,0,-0.4332401895239688,1,0.0,0,-0.3314469744642287,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
0,-0.4474048350192824,1,1,0.34072290006943906,0,1.0,0,-0.9862743670828991,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1
0,-0.4474048350192824,0,0,0.2592531011648698,1,1.0,0,-0.19183910395669512,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,1
1,-0.4474048350192824,1,1,1.31836048692427,1,2.0,1,-1.5031558876524584,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
1,-0.4474048350192824,1,1,-1.0035287818559535,1,0.0,1,-0.4660688495964936,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,0,-1.5031558876524584,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,2.235112188621971,1,0,1.6035047830902625,1,2.0,1,1.6479931895175894,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,0,0,0.2999880006171544,1,1.0,1,0.8153319618476554,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,2
0,-0.4474048350192824,0,0,-0.5961797873331073,1,0.0,1,-1.5131278784029967,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
1,-0.4474048350192824,1,1,-0.6776495862376766,1,1.0,1,-0.3065169975878834,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
1,-0.4474048350192824,1,1,0.7480718945922853,1,2.0,1,-1.3336320448933103,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
1,2.235112188621971,0,0,-1.0035287818559535,1,0.0,1,0.15385657539529343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2.235112188621971,0,0,-1.2479381785696613,1,0.0,1,0.6308501329627002,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
1,-0.4474048350192824,1,1,0.3814577995217237,1,1.0,0,1.0646317306111086,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,1,1,1.1554208891151316,1,0.0,0,-0.17521911937246493,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,-0.4959848218481079,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,-0.4474048350192824,1,0,1.6035047830902625,1,2.0,1,0.7970499788050023,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,0,1,1.5220349841856933,1,2.0,1,1.646331191059166,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,1,0,1.5627698836379778,1,2.0,1,0.9516158354383435,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,1,1,0.5036624978785775,1,2.0,0,-1.3502520294775406,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,-1.5114658799445737,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,2.235112188621971,0,0,0.05557860390344668,1,0.0,1,1.0397017537347633,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,2
0,-0.4474048350192824,0,0,-0.636914686785392,1,0.0,1,0.9748838138562659,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2
0,2.235112188621971,0,0,0.46292759842629294,1,1.0,1,1.486779339050556,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,2,2
1,-0.4474048350192824,0,0,-1.166468379665092,1,0.0,1,-1.5098038814861507,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,0,-0.6871146445667553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,2.235112188621971,0,0,-1.0035287818559535,1,0.0,1,1.3438474716261763,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2
1,2.235112188621971,1,0,0.7073369951400007,1,2.0,1,1.328889485500369,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,2,2
0,-0.4474048350192824,0,0,1.114685989662847,1,2.0,0,-1.478225910776113,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
0,-0.4474048350192824,1,0,-1.2479381785696613,1,0.0,1,0.6308501329627002,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
0,-0.4474048350192824,1,1,1.5220349841856933,1,2.0,0,-1.3635480171449248,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
1,-0.4474048350192824,0,0,0.17778330226030056,1,2.0,0,0.01757270180460542,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1
0,-0.4474048350192824,0,0,-0.2703005917148303,1,0.0,1,0.14720858156160124,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1
0,-0.4474048350192824,0,0,-0.9627938824036689,1,0.0,0,-0.66218466769041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-0.4474048350192824,0,0,0.2999880006171544,1,0.0,0,1.320579493208254,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,2
1,2.235112188621971,0,0,-0.9220589829513843,1,0.0,1,0.4712982809540903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
0,-0.4474048350192824,1,0,1.0332161907582778,1,2.0,1,1.475145349841595,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,0,0,-0.06662609445340718,1,0.0,1,0.5111862439562429,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2
1,2.235112188621971,0,0,-0.840589184046815,1,0.0,1,1.1427456581569908,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2
1,-0.4474048350192824,0,1,-1.0442636813082382,1,1.0,0,-1.5164518753198426,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,-0.4474048350192824,1,0,0.17778330226030056,1,0.0,0,-1.4865359030682284,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
0,-0.4474048350192824,0,0,0.5443973973308622,1,0.0,1,0.32338041815444135,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2
1,-0.4474048350192824,0,0,-1.2072032791173766,0,0.0,0,-1.3286460495180412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.4474048350192824,0,0,-0.2295656922625457,1,0.0,0,-0.5342107863918374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,-0.4474048350192824,0,0,-0.2703005917148303,1,1.0,1,1.0230817691505332,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,2
1,-0.4474048350192824,1,0,1.114685989662847,1,1.0,1,-0.17521911937246493,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1
1,-0.4474048350192824,1,1,1.3998302858288394,0,2.0,0,-0.4710548449717626,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1
1,2.235112188621971,0,0,-0.9220589829513843,1,0.0,1,1.0064617845663029,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
1,-0.4474048350192824,1,1,0.7073369951400007,1,1.0,1,-0.6738186568993711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,2.235112188621971,0,0,0.7073369951400007,1,0.0,1,1.325565488583523,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,0,0,-0.18883079281026105,1,1.0,1,-0.17189512245561883,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,1
0,-0.4474048350192824,0,0,-0.840589184046815,1,0.0,1,0.9682358200225737,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
0,-0.4474048350192824,1,0,1.114685989662847,0,2.0,0,-0.1419791502040045,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,2,1
1,-0.4474048350192824,0,0,-0.9220589829513843,1,0.0,0,1.1128296859053763,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
1,-0.4474048350192824,1,1,1.31836048692427,1,2.0,1,0.6358361283379695,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
1,2.235112188621971,1,0,1.6035047830902625,0,2.0,1,-0.00403327815489357,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,2,1
0,-0.4474048350192824,0,1,-0.18883079281026105,1,0.0,0,-1.4898598999850743,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
1,-0.4474048350192824,0,0,0.8702765929491392,1,2.0,0,0.7322320389265045,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,2,2
0,-0.4474048350192824,1,0,-0.5147099884285381,0,0.0,1,-1.3502520294775406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,-0.6638466661488329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.4474048350192824,0,1,-0.4332401895239688,1,0.0,1,0.6541181113806226,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2
0,-0.4474048350192824,1,1,-0.10736099390569181,1,1.0,0,0.7106260589670055,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2
1,-0.4474048350192824,0,0,-0.14809589335797643,1,0.0,1,0.6591041067558919,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
1,-0.4474048350192824,1,1,-0.636914686785392,1,0.0,0,0.5244822316236268,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2
1,-0.4474048350192824,1,0,1.4405651852811239,1,2.0,0,-1.3236600541427723,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
1,-0.4474048350192824,0,0,-1.0035287818559535,1,0.0,1,-0.66218466769041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,-0.4474048350192824,0,0,-0.6776495862376766,1,1.0,0,-1.4948458953603434,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,-0.4474048350192824,1,1,-0.14809589335797643,1,2.0,0,0.3483103950307867,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,2,2
1,-0.4474048350192824,0,1,-0.4332401895239688,1,0.0,0,-1.4931838969019204,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,-0.4474048350192824,1,0,0.5443973973308622,1,0.0,0,-0.39792691280114956,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
1,2.235112188621971,1,1,-0.025891195001122566,1,0.0,1,0.9599258277304585,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,2
1,-0.4474048350192824,0,0,-0.8813240834990996,1,0.0,0,0.32836641352971063,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
1,2.235112188621971,0,0,-1.0035287818559535,1,0.0,0,1.170999631950182,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2
0,-0.4474048350192824,1,1,0.2592531011648698,1,0.0,1,-0.17355712091404174,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1
1,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,0,-1.3552380248528098,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
0,-0.4474048350192824,1,0,0.666602095687716,1,0.0,1,-0.4295048835111871,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
0,-0.4474048350192824,1,1,-1.166468379665092,1,0.0,0,-0.2849110176283842,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1,2.235112188621971,0,0,-0.7998542845945305,1,0.0,1,1.3903834284620211,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,2
0,-0.4474048350192824,0,0,-1.0442636813082382,1,0.0,1,0.446368304077745,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,2
1,2.235112188621971,0,0,-0.840589184046815,1,0.0,1,0.27352046440175076,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1,-0.4474048350192824,1,0,1.6035047830902625,1,2.0,0,-1.521437870695112,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
1,-0.4474048350192824,1,1,1.3998302858288394,1,2.0,0,1.3139314993745617,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,2
1,2.235112188621971,0,0,-1.2479381785696613,1,0.0,1,0.3250424166128643,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1,2.235112188621971,1,0,-1.0442636813082382,0,0.0,0,-1.1724181944262775,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.4474048350192824,0,0,-1.288673078021946,0,0.0,1,-1.3502520294775406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.4474048350192824,0,1,-0.7591193851422458,1,2.0,0,0.3665923780734398,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2
1,-0.4474048350192824,0,0,-1.0035287818559535,1,0.0,1,0.054136667889912164,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1,2.235112188621971,0,0,0.4221926989740083,1,0.0,1,0.8136699633892326,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,2
0,-0.4474048350192824,0,1,-0.7591193851422458,1,0.0,1,0.6956680728411981,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
0,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,0,0.3749023703655549,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
1,-0.4474048350192824,1,0,1.6035047830902625,1,2.0,0,0.7172740528006976,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,2,2
0,2.235112188621971,0,0,0.014843704451162058,0,0.0,1,-0.18685310858142587,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,2,1
0,-0.4474048350192824,1,0,0.5851322967831468,1,1.0,1,0.0325306879304127,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1
0,-0.4474048350192824,0,0,-0.7183844856899612,1,2.0,0,-1.3303080479764644,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,2.235112188621971,1,0,0.8702765929491392,1,1.0,1,1.2108875949523346,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,2
1,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,1,-0.57409874939399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,-1.4865359030682284,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,2.235112188621971,0,0,-1.2479381785696613,1,0.0,0,0.04416467713937413,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,-0.4474048350192824,0,0,0.8702765929491392,1,2.0,0,-1.5098038814861507,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
0,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,1,0.9981517922741878,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,2
0,-0.4474048350192824,0,0,-0.4332401895239688,1,0.0,1,-0.5408587802255295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,-0.4474048350192824,1,0,-1.166468379665092,0,0.0,1,-1.1973481713026228,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.4474048350192824,0,0,-0.7183844856899612,0,1.0,0,-0.4760408403470316,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1
1,-0.4474048350192824,1,0,-0.2295656922625457,1,2.0,0,-1.5131278784029967,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
1,-0.4474048350192824,1,1,1.6035047830902625,0,2.0,1,-0.009019273530162821,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,2,1
1,-0.4474048350192824,1,1,-1.0442636813082382,1,1.0,0,-1.4765639123176904,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,-0.4474048350192824,0,0,0.7888067940445699,1,2.0,0,-1.4649299231087292,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
1,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,1,-0.37299693592480426,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,-0.4474048350192824,0,0,-0.4332401895239688,1,2.0,0,-1.290420084974312,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
0,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,-0.16358513016350373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,-0.4474048350192824,0,0,0.666602095687716,1,1.0,1,1.382073436169906,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,2
0,-0.4474048350192824,1,1,0.2592531011648698,1,1.0,1,0.8136699633892326,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,2
1,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,0,-1.4865359030682284,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,-0.4474048350192824,0,0,0.2592531011648698,1,2.0,1,-0.5076188110570691,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
1,-0.4474048350192824,0,0,-0.3517703906193996,1,0.0,1,0.846909932557693,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2
1,-0.4474048350192824,0,1,1.1961557885674161,1,2.0,1,-1.3519140279359636,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
0,-0.4474048350192824,1,0,-0.5147099884285381,1,0.0,1,0.15718057231213928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,2.235112188621971,0,0,-0.06662609445340718,1,0.0,1,0.28183045669386586,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
1,-0.4474048350192824,0,0,-0.2295656922625457,1,0.0,0,-0.38629292359218836,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1
0,-0.4474048350192824,0,0,-1.1257334802128074,1,0.0,1,-0.03561124886493106,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
0,-0.4474048350192824,1,1,-1.288673078021946,1,0.0,1,-1.5181138737782658,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,-0.4474048350192824,1,0,0.2999880006171544,1,1.0,0,0.5228202331652039,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,2
0,-0.4474048350192824,1,0,1.6035047830902625,0,2.0,1,-0.5275627925581452,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,2,1
0,-0.4474048350192824,0,0,-0.840589184046815,1,0.0,1,-0.3580389497989972,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1,-0.4474048350192824,0,0,-0.636914686785392,1,1.0,0,-1.4998318907356125,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
1,-0.4474048350192824,1,1,1.3590953863765547,0,2.0,1,-0.2766010253362691,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,2,1
1,-0.4474048350192824,1,0,0.2999880006171544,0,1.0,1,-0.755256581362099,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1
1,-0.4474048350192824,0,0,-1.0035287818559535,1,0.0,0,1.1892816149928351,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2
1,-0.4474048350192824,0,0,-0.7591193851422458,1,0.0,1,-1.4965078938187666,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
