title,type,genre,release_year,duration,rating,country,date_added
Secret Mission 63,Movie,Documentary,1991.0,199 min,,  Netherlands,2018-09-17
Silent Code 64,tv show,Animation,2014.0,6 Seasons,5.6,   ,   
Broken Justice 65,Movie,Fantasy,1987.0,164 min,4.5,Poland,2022-12-09
Midnight War 66,TV Show,,2006.0,5 Seasons,8.0,,2024-07-18
Secret Soul 67,TV Show,History,1995.0,9 Seasons,4.7,India,04/09/2016
Rise 68,Movie,History,2011.0,123 min,6.6,Sweden  ,2025-12-17
Secret Awakening 69,Movie,Fantasy,2008.0,,8.6,Denmark,2015-09-01
Tales 70,Movie,Romance,1986.0,193 min,,,2020-08-04
   ,Movie,   ,1995.0,190 min,4.5,Japan,2018-10-18
Blood Dream 72,Movie,Romance  ,2008.0,200 min,4.6,,2020-04-19
Silent Adventures 73,TV Show,,2004.0,6 Seasons,,Japan,2015-03-18
Legend 74,Movie,Romance,,71 min,9.2,Japan,2017-12-24
Midnight Awakening 75,Movie,Adventure,2032.0,194 min,-0.6567437039718103,Spain,2023-10-21
Secret 76,TV Show,Comedy,1983.0,,6.2,Norway,2022-01-19
,Movie,Mystery,,191 min,5.3,Argentina,2030-05-15
Wild Journey 78,TV Show,Documentary,2002.0,6 Seasons,4.2,South Africa,2023-12-15
Lost Chronicles 79,Movie,Romance,2002.0,184 min,3.6,Germany  ,2019-04-24
   ,MOVIE,,2009.0,130min,   ,  Turkey,2018-01-31
Tales 81,TV Show,Sci-Fi,2022.0,9 Seasons,6.5,Spain,2020-12-20
Deadly Adventures 82,Movie,Romance,2003.0,110 min,7.1,India,2022-08-05
Wild Soul 83,TV Show,Fantasy,1995.0,3 Seasons,,USA  ,2017-04-07
Secret Mission 84,TV SHOW,War,1986.0,1 Season,   ,Mexico,2024-11-26
Secret Code 85,TV Show,Documentary,2002.0,5 Seasons,-0.3293602306226382,thailand,2024-12-04
Deadly Awakening 86,Movie,Sci-Fi,2017.0,180 min,3.7,,2025-03-27
Awakening 87,Movie,Drama,   ,126 min,8.7,India,2022-07-09
Blood End 88,TV Show,Adventure,2021.0,10 Seasons,   ,Canada,2024-07-23
Secret Mystery 89,TV Show,Drama,1998.0,7 Seasons,7.0,Australia,2020-03-07
Secret Day 90,TV Show,Crime,1983.0,9 Seasons,   ,Norway,   
Dark Lies 91,Movie,Comedy,1985.0,135 min,8.1,Turkey,2025-01-28
Wild Fall 92,Movie,Action,1998.0,77 min,5.1,Egypt,2018-07-26
Lies 93,TV Show,Adventure,2006.0,,12.6980271531346,,2017-05-11
Shadow Soul 94,Movie,Documentary,2008.0,76 min,5.8,Colombia,   
Midnight Awakening 95,TV Show,Comedy,1991.0,3 seasons,9.4,,2015-09-05
,TV Show,Comedy,2017.0,9 Seasons,7.7,Germany,2017-02-28
Silent War 97  ,Movie,Action,1992.0,182 min,4.8,USA,2020-06-16
Broken Love 98,TV Show,Adventure,   ,1 Season,5.9,,2019-09-08
First Journey 99,TV Show,,,1 Season,7.5,India,2017-02-18
Truth,Movie,,2025.0,   ,0.0,USA,2030-05-15
A Lies 1,TV Show,Horror,2025.0,8 Seasons,7.0,Colombia,2016-04-04
Silent Heart 2  ,Movie,Animation,1996.0,194 min,7.9,,2020-06-17
Secret War 3,TV Show,Romance,2006.0,2 Seasons,6.4,South Korea,2025-11-29
Hidden Death 4,Movie,Music,2005.0,,5.2,,2018-02-12
Rise 5,TV Show,Family,1983.0,5 Seasons,7.7,South Korea,2024-01-27
Final Mission 6,Movie,War,1987.0,,   ,USA,2020-09-01
Secret War 7,Movie,Thriller,2005.0,169 min,   ,Thailand,2016-03-04
Dark Journey 8,TV Show,Sci-Fi,2012.0,5 Seasons,6.1,Turkey,2025-12-17
Story 9,Movie,Drama,1991.0,82 min,5.5,Brazil  ,2023-01-18
Forgotten Beginning 10,Movie,Adventure,1992.0,65 min,4.4,Germany  ,2025-10-14
Secret 11  ,Tv show,Fantasy,2000.0,6 Seasons,13.803771314707745,Denmark,2019-07-31
Journey 12,TV Show,Drama,2016.0,9 Seasons,6.6,,2020-02-21
Silent Fall 13,Movie,Music,2004.0,92 min,4.5,Turkey,2017-10-31
Dark Journey 14,Movie,Music,2018.0,168 min,,Netherlands,2017-07-13
Lost Soul 15,Movie,   ,1982.0,191 min,   ,,2016-02-28
First War 16  ,Movie,Horror,1998.0,174 min,,,2023-11-21
Perfect Legend 17,Movie,History,1986.0,95 min,-1.643872529088618,  UK  ,2024-08-31
   ,TV Show,Romance,1996.0,5 Seasons,4.1,India,2016-08-20
Justice 19,TV Show,Fantasy,1992.0,4 Seasons,9.5,,2016-05-11
Dark Story 20,TV Show,History,2003.0,   ,6.1,South Africa,2023-04-03
A End 21,Tv show,Documentary,2024.0,3 Seasons,7.3,Colombia,2021-01-26
Midnight Justice 22,Movie,,1987.0,173 min,7.2,,2017-01-08
Silent Tales 23,movie,Music,,157 min,-1.9258249384972437,Denmark,2020-02-26
Perfect War 24,Movie,Romance,2024.0,81 min,,UK,2016-09-14
Dark Return 25,Movie,Drama,2040.0,   ,,Canada,2018-12-01
Secret Fall 26,Movie,Fantasy,2009.0,195 min,,,2021-04-30
Fall 27,TV Show,  Documentary,1982.0,9 Seasons,7.0,,2024-07-13
,Movie,Thriller,2024.0,126 min,0.0,  Poland,2017
Perfect Adventures 29,Movie,  Drama  ,2005.0,102 min,   ,Netherlands,2020-02-05
End 30,Movie,Fantasy,1996.0,0 hrs,3.6,Poland,   
Adventures 31,TV Show,,2017.0,6 Seasons,6.0,,2025-11-28
Lost Life 32,Movie,War,1982.0,   ,5.9,,2018-04-30
Perfect Code 33,movie,Comedy,2012.0,98 min,6.3,,
Dark Justice 34,Movie,Action,2009.0,87 min,3.5,,2020-08-01
End 35,TV Show,Family,1994.0,7 Seasons,,Spain  ,2018-07-23
  Midnight Revenge 36,Movie,Adventure,1987.0,168 min,4.2,Egypt,2024-09-25
Awakening 37,TV Show,History,2009.0,3 Seasons,,South Korea,2017-02-20
First Journey 38,Tv show,Animation,,8 Seasons,5.6,Egypt,
Secret Tales 39,Movie,Action  ,1991.0,158 min,3.8,Colombia,2016-03-04
Wild Awakening 40,Movie,Thriller,1881.0,84 min,0,Turkey,2020-05-16
,TV Show,,1987.0,2 Seasons,5.0,Japan,2023-12-14
The Dream 42  ,Movie,Crime,1988.0,178 min,4.9,Denmark,
Forgotten Heart 43  ,Movie,Romance,1987.0,93 min,7.1,Canada,2018-04-19
Dark Legend 44,TV Show,,2017.0,2 Seasons,3.8,Denmark,2022-10-25
Perfect Love 45,TV Show,Documentary,2012.0,5 Seasons,6.2,   ,
Midnight Story 46,TV Show,,2012.0,4 Seasons,8.4,,2015-12-01
Shadow Lies 47,TV Show,mystery,2024.0,9 Seasons,5.2,South Africa,2025-11-30
Final Fall 48,Movie,Mystery,1990.0,157 min,   ,,2024-04-02
Justice 49,movie,Drama,2002.0,66 min,9.0,Italy,2019-10-08
Silent Fall 50,TV Show,Fantasy,2022.0,2 Seasons,8.2,sweden,2022-04-29
   ,Movie,,2022.0,74 min,   ,MEXICO,2017-10-21
Silent Mission 52,Movie,Mystery,2004.0,unknown,0,FRANCE,2020-03-04
War 53,TV Show,   ,1994.0,4 Seasons,4.0,Argentina,2024-12-20
  Secret Soul 54  ,Movie,,1989.0,97 min,,Denmark,2023-03-13
Shadow Mystery 55,Movie,Mystery,1892,137 min,3.9,UK,
   ,Movie,Thriller,1995.0,184 min,6.5,Norway,2023-04-09
,Movie,Mystery,2014.0,154 min,6.5,Egypt,2019-03-22
Broken Dream 58,Movie,ACTION,2013.0,83 min,8.4,,2015-04-06
  Heart 59  ,Movie,,2000.0,180 min,6.8,   ,2024-05-28
Journey 60,Movie,Sci-Fi,2025.0,111 min,4.1,,2025-10-20
  Perfect Love 61  ,Movie,Thriller,2019.0,unknown,6.2,Colombia,2021-10-21
Perfect Secret 62,TV Show,War,1980.0,6 Seasons,7.9,Italy,2030-05-15
   ,Movie,History,2004.0,67 min,4.1,Mexico,2016-03-19
Lost Love 64,TV Show,Fantasy,2025.0,1 Season,6.4,UK,2018-09-15
Forgotten Day 65,Movie,Sci-Fi,   ,97 min,6.5,Spain,2020-04-02
The Night 66,Movie,Documentary,,149 min,9.1,Poland,2023-03-06
Final Life 67,TV Show,Mystery,1987.0,9 Seasons,8.2,  Egypt    ,2022-09-23
Lost Day 68,Movie,  Drama,2020.0,   ,5.0,Denmark  ,2019-02-14
Shadow Game 69,TV Show,History,1994.0,8 Seasons,8.3,Egypt,2018-02-06
Final Lies 70,Movie,Romance,2023.0,80 min,,Thailand,2016-03-04
The Dream 71,TV Show,  horror,1997.0,5 Seasons,6.5,,2019-03-10
Secret Life 72,Movie,Documentary,,124 min,5.7,,2020-02-04
Hidden Love 73,TV Show,Mystery,2012.0,10 Seasons,,India,2021-11-22
The Life 74,Movie,Horror,1980.0,62 min,9.4,Brazil,2019-10-23
Revenge 75,TV Show,Comedy,2013.0,unknown,4.0,Canada,2016-05-06
Deadly Story 76,Movie,,1983.0,173 min,   ,,2022-06-06
Night 77,Movie,,1996.0,169 min,4.2,  south korea  ,2017-12-04
Mystery 78,TV Show,Sci-fi,2035,3 Seasons,0,South africa  ,2023-06-22
   ,Movie,Horror,2018.0,163 min,6.8,Denmark,2016-09-13
  Perfect Code 80,Movie,History,1989.0,121 min,8.1,Norway,2021-04-09
Forgotten Code 81,TV Show,Thriller,2021.0,   ,,,2025-07-01
Rise 82,Movie,War,2024.0,92 min,,Canada,2017-01-21
Revenge 83,Movie,Crime,2016.0,181 min,8.6,,2017-08-03
Blood Truth 84,Movie,,2005.0,122 min,3.6,   ,2030-05-15
The Night 85,TV Show,Mystery,2006.0,2 Seasons,3.7,Germany  ,2016-07-17
Wild Mystery 86,Movie,,2018.0,   ,7.4,South Africa,2022-11-04
  Midnight Chronicles 87  ,Movie,,2004.0,131 min,6.3,Netherlands  ,2021-02-19
Last Beginning 88,TV Show,History,2008.0,1 Season,6.5,Germany,2016-11-23
Rise 89,TV Show,Comedy,2025.0,5 season,4.8,Spain,02/09/2015
  Life 90,Movie,Music,,95 min,   ,Netherlands,2021-12-16
Fall 91,Movie,Documentary,,64 min,14.364235655835266,Thailand,
Deadly Soul 92,Movie,Drama,2005.0,153 min,4.8,India,2020-11-27
Blood Truth 93,Movie,Comedy,2005.0,183 min,4.3,Colombia,2020-08-21
Broken Love 94,Movie,Thriller,2000.0,125 min,9.5,,2019-09-28
   ,Movie,war,2000.0,155 min,7.9,Sweden,2016-05-27
Shadow Adventures 96,Movie,Mystery,2021.0,179 min,-0.8402370796426306,,2016-09-22
Broken Journey 97  ,Movie,History,1987.0,   ,   ,Colombia,2017-10-15
Broken Lies 98,TV Show,Thriller,1981.0,,4.2,Japan,2022-07-23
Wild Mystery 99,TV Show,War,2025.0,3 Seasons,7.8,Thailand,
  Deadly Mystery  ,TV Show,Documentary  ,2013.0,6 Seasons,9.0,Japan,2024-07-18
Dark Heart 1,Movie,,1991.0,83 min,8.9,,2017-07-31
Midnight Day 2,Movie,Fantasy,1997.0,121 min,,,2024-08-04
Day 3,TV Show,Family,1996.0,,7.4,,2018-02-09
Love 4,TV Show,Fantasy,1994.0,4 Seasons,5.1,Poland,   
Perfect Revenge 5,Movie,Music,1982.0,178 min,5.6,Thailand,2017-01-05
Night 6,TV Show,Thriller,2000.0,10 Seasons,8.5,MEXICO,2016-09-05
Shadow Secret 7,TV Show,,1998.0,7 Seasons,7.8,Japan,2016-05-03
First Mystery 8,TV Show,Animation,2011.0,,9.4,Argentina  ,2025-13-45
Broken Awakening 9,TV Show,Thriller,1990.0,4 Seasons,4.0,,2025-02-09
A Truth 10,Movie,Crime,1997.0,110 min,5.6,India,   
Perfect Love 11,Movie,Adventure,2008.0,118 min,8.8,UK,2016-09-30
Lost Life 12,Tv show,Thriller,1982.0,2 Seasons,3.7,Norway,2022-12-21
Final Awakening 13,TV Show,,1983.0,4 Seasons,,France,2021-03-31
Awakening 14,Movie,War,2007.0,92 min,9.3,Sweden,2019-09-13
First Tales 15,Movie,Family,1988.0,184 min,6.8,Netherlands,
War 16,Movie,Animation,2017.0,189 min,5.3,  Denmark,2021-01-01
,TV Show,Romance,1986.0,2 Seasons,9.1,,2020-07-13
Shadow Story 18,TV SHOW,Sci-Fi,1980.0,   ,5.6,,2022-10-11
Dark Story 19,Movie,War,2014.0,132 min,4.3,Germany,2021-07-27
  Chronicles 20  ,Movie,Animation,2013.0,148 min,7.0,Spain,2022-05-25
Deadly Heart 21,Movie,Documentary,1988.0,73 min,,Netherlands,2025-02-09
Awakening 22,TV Show,Adventure,2005.0,,4.0,USA  ,   
Return 23,TV Show,Sci-Fi,1987.0,9 Seasons,,Egypt,2017-06-14
Secret Adventures 24,TV Show,Family,1998.0,7 Seasons,5.7,USA,
The Day 25,Movie,Fantasy,2005.0,   ,4.2,Canada,2018-09-04
Lost Soul 26,Movie,Mystery,2025.0,112 min,7.3,,2021-05-15
Deadly Death 27  ,Movie,Romance,1989.0,169 min,5.1,  Colombia,2025-04-25
Deadly Tales 28,Movie,Mystery,2022.0,,4.5,,2021-04-17
Last Beginning 29,TV Show,,2009.0,1 Season,4.1,,2022-02-13
Death 30,TV Show,Documentary,2019.0,5 Seasons,5.9,Denmark,2021-08-07
A Return 31,TV Show,Music,2015.0,7 Seasons,7.2,,
    Journey 32    ,TV Show,War,   ,8 Seasons,9.4,AUSTRALIA  ,
Midnight Rise 33  ,Movie,Thriller,1987.0,156 min,,   ,2021-11-05
Dark Game 34,TV Show,Romance,,-5 min,   ,UK,2021-06-20
First Heart 35,TV Show,War,1992.0,8 Seasons,4.2,Canada,2023-10-27
Silent Return 36,TV Show,Music,2016.0,3 Seasons,9.1,,2022-12-10
Midnight Code 37,Movie,Comedy,2009.0,-17 min,,Netherlands,2017-09-22
A War 38,Movie,Action,1994.0,148 min,7.8,,
A Story 39,movie,Music,2014.0,77 min,,Colombia,2023-09-17
   ,TV Show,Sci-Fi,1982.0,,6.9,Norway,2021-09-14
Dark Truth 41,Movie,  Mystery,2008.0,159 min,6.2,Egypt,2018-02-27
The Mission 42,Movie,Comedy,,151 min,3.8,,2020-07-17
Hidden Life 43,TV Show,Music,2024.0,4 Seasons,,Denmark,2019-01-01
Final Code 44,Movie,Sci-Fi,2002.0,198 min,4.7,Germany,2021-02-17
Perfect Day 45,Movie,Crime,1988.0,186 min,4.6,Australia,2019-03-09
A Mystery 46,Movie,History,1981.0,87 min,,Sweden,2021-12-13
End 47,TV Show,Drama,,5 Seasons,,Egypt,
Lies 48,Movie,Music,2011.0,130 min,6.6,  Italy,2025-10-18
Wild Chronicles 49,TV Show,,1997.0,,7.1,,2021-10-19
Silent Love 50,Movie,Animation,2008.0,   ,8.2,Netherlands,2017-09-29
Deadly Death 51,TV Show,,2019.0,   ,9.1,  South Korea,2018-05-22
Forgotten Justice 52,Movie,Action,1982.0,127 min,9.2,South Korea,2017-12-01
Perfect Day 53,Movie,  Adventure,2012.0,117 min,8.9,India,
First War 54,TV Show,Music,1986.0,2 Seasons,7.9,,   
  Wild Code 55  ,Movie,Romance,2009.0,70 min,7.5,Netherlands,2023-04-06
Awakening 56,Movie,Fantasy,2006.0,63 min,,Denmark,2020-10-12
Deadly War 57,Movie,  Animation  ,2017.0,127 min,7.4,Egypt  ,   
Hidden Day 58,TV Show,  Fantasy  ,2008.0,10 Seasons,,Turkey  ,2023-08-18
First Code 59,Movie,Fantasy,2010.0,132 min,,Colombia,2024-11-25
Perfect Heart 60,TV Show,Fantasy,1980.0,   ,4.5,  Turkey  ,2024-08-17
Secret War 61,Movie,,2020.0,138 min,7.6,India,2016-02-12
  Dream 62,Movie,Adventure,2022.0,166 min,3.9,Egypt,2021-09-06
  Rise 63  ,Movie,Mystery,2006.0,68 min,5.4,South Korea,2017-11-15
Tales 64,Movie,,2006.0,77 min,-1.1189538084239228,   ,2022-07-24
Hidden Tales 65,Movie,   ,2008.0,197 min,5.4,Spain,2015-02-27
,Movie,Crime,   ,97 min,5.4,Germany,   
Forgotten Return 67,Movie,  HORROR,1982.0,69 min,6.7,South Africa,2018-03-02
Deadly Awakening 68,TV Show,  Documentary  ,2008.0,2 Seasons,8.4,  SPAIN,2019-02-05
Deadly Life 69,Movie,Adventure,   ,194 min,8.7,Poland,2015-10-29
Midnight Journey 70,Movie,Romance,   ,138 min,3.9,,2019-12-04
Dark Legend 71,TV Show,Adventure,1992.0,10 Seasons,,,2020-02-02
Code 72,Movie,,2012.0,192 min,,USA,2021-08-21
Journey 73,Movie,Music  ,,,,,2013
A Heart 74,TV Show,Sci-Fi,1982.0,9 Seasons,5.9,Argentina  ,2022-11-04
Last Fall 75,TV Show,   ,,,6.4,Turkey,2016-03-20
Last Rise 76,Movie,Animation,2022.0,110 min,   ,Mexico,2020-06-27
Wild Journey 77,TV Show,Fantasy,1996.0,2 Seasons,7.4,USA,2015-11-01
  A Journey 78  ,Movie,  Thriller  ,,121 min,13.550334267985342,South Korea,2018-11-22
Lost Lies 79,Movie,Family,2012.0,69 min,7.0,  Norway,2023-07-07
Blood Life 80,Movie,   ,2012.0,-20 min,4.7,Argentina,2018-03-05
Forgotten Love 81,TV Show,       ,1985.0,7 Seasons,4.2,Canada,
Deadly Chronicles 82,Movie,,2020.0,95 min,5.5,UK,2020-08-20
Fall 83,Movie,Family  ,1993.0,104 min,8.1,  USA  ,2021-07-25
War 84,Movie,Romance,2025.0,140 min,8.6,,2017-12-08
   ,Movie,War,,155 min,8.3,Egypt,2021-05-08
Hidden Heart 86,Movie,Mystery,1985.0,147 min,4.4,  Norway,2024-07-29
  Silent Soul 87,Movie,Thriller,1982.0,144 min,9.0,,2023-03-16
Deadly Return 88,movie,  Drama,2016.0,192 min,5.8,Turkey,2018-08-02
  Deadly Day 89,Movie,Thriller  ,2001.0,,8.5,,2015-08-10
Shadow Return 90,Movie,adventure,1808.0,113 min,7.3,Japan,2019-03-08
Dark Adventures 91  ,Movie,documentary,1987.0,74 min,8.3,Australia,2017-10-20
Secret Lies 92,Movie,Music,2003.0,78 min,3.7,Sweden,2022-09-02
Return 93,Movie,Romance,1992.0,132 min,6.1,thailand,
  Heart 94,Tv show,Family,1992.0,4 Seasons,7.1,South Africa,2024-05-31
Wild Life 95  ,Movie,Thriller,1980.0,198 min,5.7,USA,2019-04-27
Last Truth 96,TV Show,Drama,2020.0,8 season,8.2,France,2016-06-01
Deadly Justice 97,Movie,action,2015.0,121 min,7.8,,2025-05-10
  Chronicles 98  ,Movie,Adventure,2011.0,107 min,,France,2017-09-05
Blood Day 99,Movie,Thriller,1984.0,154 min,6.1,South Africa,
Broken Code,Movie,  Thriller,1986.0,,   ,Mexico,2022-07-10
Perfect Truth 1,Movie,Crime,2024.0,65 min,,South Korea,   
Game 2,Movie,Family,2011.0,unknown,5.3,Denmark,2019-12-15
  Midnight Game 3,Movie,Documentary,2007.0,110 min,4.9,Netherlands,2024-02-25
Life 4,Movie,Action,2012.0,126 min,4.2,Australia,2019-09-04
Truth 5,Movie,Documentary,2025.0,   ,4.3,South Africa  ,2021-03-25
First Code 6,Movie,Sci-Fi,1993.0,   ,12.271152382117723,UK,2016-10-26
Blood Night 7,Movie,Mystery,1992.0,100 min,,South Africa,Invalid Date
Secret Rise 8,Movie,Documentary,2008.0,178 min,7.5,Thailand,
Hidden Death 9,TV Show,War,2019.0,8Seasons,6.2,Argentina,2017-07-22
Hidden Adventures 10,Movie,   ,1980.0,198 min,7.2,,2019-12-29
Broken Heart 11,TV Show,Thriller,2006.0,7Seasons,9.3,Sweden  ,2018-03-07
Final Journey 12,Movie,,2009.0,64 min,9.4,Turkey,2025-08-04
Forgotten War 13,Movie,Thriller,2013.0,135 min,8.6,Japan,2022-11-17
Silent Revenge 14,TV Show,HISTORY,2025.0,4 Seasons,   ,,2015-03-18
Lost Heart 15,TV Show,MUSIC,1980.0,1Season,4.3,  Mexico  ,2019-04-13
Forgotten Journey 16,Movie,History  ,2013.0,186 min,,Italy,2020-08-19
Wild Code 17,Movie,Adventure,1986.0,93 min,9.2,,2024-06-05
,TV Show,Action,1980.0,7 Seasons,,Germany  ,2023-01-22
Rise 19,TV Show,Mystery,2021.0,10 Seasons,8.7,USA,2024-08-16
Dream 20,Movie,History,1997.0,141 min,6.1,Italy,2018-08-25
Mission 21  ,Movie,DOCUMENTARY,2014.0,193 minute,,South Africa  ,2018
Shadow End 22,Movie,Documentary,   ,98 min,7.8,Spain,2019-11-25
Awakening 23,Movie,Crime,1992.0,146 min,5.5,Netherlands,2017-10-22
First Truth 24,Movie,War,2002.0,178 min,4.2,USA,2019-08-22
   ,Movie,,1981.0,129 min,,Spain,2019-02-03
Beginning 26,Movie,War,1982.0,103 min,7.7,Colombia,   
Broken Day 27,tv show,HORROR  ,2001.0,2 Seasons,5.4,Brazil,2016-07-19
Final Justice 28,Movie,Family,2033.0,177 min,9.2,Denmark,2019
Perfect End 29,Movie,Documentary,1987.0,,,Brazil,2015-10-02
Night 30,TV Show,,2002.0,10 Seasons,6.6,,   
Perfect War 31,TV Show,  Adventure  ,1987.0,8 Seasons,8.3,Poland,2024-09-17
Last Heart 32,Movie,WAR,2004.0,114 min,,  Australia,2020-06-05
Lies 33,movie,Thriller,2014.0,95 min,7.6,Poland,2024-11-12
Deadly Revenge 34,Movie,Documentary,1990.0,115 min,,  Mexico  ,2016-08-22
Night 35,Movie,Action,2020.0,,7.0,Uk,27/03/2018
Justice 36,MOVIE,Music  ,2022.0,62 min,8.9,Germany,2021-01-11
Secret Tales 37,Movie,FAMILY,1985.0,173 min,6.3,,2021-11-09
Forgotten Rise 38,Movie,Documentary,2021.0,105 min,8.1,Italy,2018-09-19
Day 39,Movie,Horror,2021.0,119 min,,,2019-04-10
,Movie,   ,2024.0,,8.6,Argentina,2023-01-17
Shadow Adventures 41,Movie,ACTION,1996.0,165 min,5.6,Spain,2019-05-31
Broken Love 42,movie,Romance,2015.0,140 min,7.9,    Netherlands  ,2018-08-25
Final Truth 43,MOVIE,Music,1997.0,85 min,5.4,Thailand,2025-10-10
War 44,Movie,Family,2012.0,200 min,9.2,Colombia,2018-02-24
Forgotten Day 45,TV SHOW,Sci-Fi,1997.0,7 Seasons,,USA,
Beginning 46,Movie,,2041,89 min,6.7,Argentina,2018-02-26
,TV Show,  Crime  ,,4 Seasons,5.9,,2017-05-29
Final Chronicles 48,TV Show,Mystery,1984.0,8 Seasons,6.7,Sweden,2021-09-13
Mystery 49,Movie,War,1995.0,67 min,4.9,   ,2025-03-05
Heart 50,Movie,Documentary,   ,,6.5,Turkey,2020-09-19
Mystery 51,Movie,Action,,148 min,4.3,Spain,2025-03-10
Return 52,Movie,Comedy,1989.0,138 min,4.9,Canada,2021-05-01
Heart 53,Tv show,   ,2008.0,2 Seasons,7.5,France,2021-07-25
Code 54,Movie,SCI-FI,2008.0,171 min,6.3,   ,2020-04-05
Blood Secret 55,Movie,Sci-Fi,,183 min,6.5,Denmark,2022-09-12
Awakening 56,Movie,THRILLER,1983.0,,9.1,Thailand,2030-05-15
   ,Movie,Adventure  ,1980.0,170 min,,Canada,2017-06-08
Story 58,Movie,     ,1987.0,63 min,,Germany,2015-01-17
Last Heart 59,Movie,Horror,2007.0,87 min,6.7,,2023-03-30
Return 60,Movie,Mystery,1865.0,100 min,6.2,Mexico,2019-12-13
Deadly Life 61,TV Show,Comedy,2007.0,5 Seasons,8.5,,2025-05-17
Secret 62,Movie,Animation,1982.0,183 min,6.9,Poland,2015-01-19
Hidden Justice 63,Movie,Documentary,1981.0,,8.4,  Egypt,2024-10-12
Forgotten Chronicles 64,movie,Music,,128 min,8.7,,2015-01-03
Hidden Revenge 65,Movie,Documentary,2016.0,97 min,3.9,Egypt,2018-02-25
Chronicles 66,Movie,Music,1990.0,124 min,9.1,Thailand,2030-05-15
Forgotten Night 67,Movie,War  ,2025.0,130 min,8.1,Sweden,2019-08-05
Night 68,Movie,  Drama,   ,153 min,6.4,,   
A Lies 69,Movie,,2021.0,150 min,,Brazil,2015-08-31
Blood Soul 70,Movie,Action,2018.0,112 min,4.9,Canada,2023-01-24
Shadow Mission 71,TV Show,ANIMATION,2019.0,4 Seasons,8.4,Poland,2024-08-21
Tales 72,Movie,   ,1999.0,,6.8,Poland,2024-06-14
Silent Heart 73,Movie,,1996.0,174 min,6.2,,2025-03-08
A Awakening 74,Movie,,1986.0,196 min,6.9,Netherlands  ,2023-08-20
Dark Love 75,TV Show,Drama,1854.0,5 Seasons,7.8,Germany,2024-02-21
Broken Beginning 76,Movie,  Thriller,1983.0,   ,,Colombia,2022-10-11
Forgotten Beginning 77,Movie,Crime,2015.0,90 min,4.1,USA,2019-01-21
Deadly Death 78,TV Show,History,2009.0,4 Seasons,,Canada,2022-08-23
Midnight Heart 79,TV Show,Comedy,1980.0,   ,9.2,   ,2016-11-02
Blood Dream 80,TV Show,Drama,2014.0,2 Seasons,,Argentina,2016-06-30
Broken Day 81,Movie,  Romance  ,1991.0,181 min,6.6,   ,2022-11-06
Hidden Secret 82,Movie,Crime,1996.0,66 min,3.8,,2025-05-09
  Love 83  ,TV Show,  Thriller  ,1995.0,2 Seasons,6.0,,2019-08-09
Return 84,TV Show,,2007.0,2 Seasons,5.5,Canada,2023-03-28
Journey 85,Movie,  Horror  ,2011.0,161 min,,Canada,2016-02-22
Broken Death 86,Movie,Animation,2025.0,71 min,7.8,Argentina,2024-04-28
Perfect Journey 87,Movie,Horror  ,2014.0,66 min,,   ,2025-06-02
Awakening 88,TV Show,   ,1998.0,8 Seasons,8.2,Spain,2023-10-31
Broken Dream 89,Movie,Romance,2008.0,156 min,9.4,Canada,2016-07-13
   ,Movie,Adventure,2008.0,,,Australia,2024-01-27
  Wild Heart 91  ,Movie,War,   ,133 min,5.2,,2018-05-14
Hidden Story 92,Movie,Documentary,1983.0,87 min,9.2,Poland,2020-06-10
  Rise 93  ,Movie,Action,2000.0,124 min,7.9,Argentina,2016-04-01
Forgotten Night 94,Movie,Romance,2023.0,97 min,4.8,Poland,2017-03-11
War 95,Movie,Animation,1980.0,99 min,9.5,Japan,2024-11-13
Perfect Heart 96,Movie,,1998.0,161 min,3.6,Colombia,2024-11-17
A Rise 97,Movie,  Adventure  ,2023.0,190 min,7.0,Sweden,2015-03-30
Journey 98,Movie,Fantasy,2005.0,152 min,7.6,germany,2018-09-15
Perfect Journey 99,Movie,War,1991.0,,4.6,UK,2016-10-21
Secret Code,Movie,,1996.0,unknown,3.8,,2015
Deadly Fall 1  ,Movie,,2016.0,63 min,3.5,  South Africa  ,2019-06-06
Love 2,Movie,Animation,2007.0,165 min,13.917835989252572,Japan,2018-01-01
Death 3,Movie,,2015.0,138 min,7.0,Brazil  ,2022-12-17
Wild End 4,Movie,Music,2008.0,169 min,,Thailand,2015-04-17
Dark Tales 5,TV Show,,1984.0,8 Seasons,7.2,Thailand,2025-09-14
Journey 6,Movie,  History,,   ,3.5,Mexico,2023-02-03
Rise 7,TV Show,Thriller  ,1982.0,,11.98754399689574,India,2025-12-23
End 8,Movie,,1994.0,179 min,8.1,Thailand,2021-04-26
Lost Love 9  ,TV Show,Drama,1982.0,10 Seasons,,Japan,   
Day 10,Tv show,Drama,1992.0,5 Seasons,7.1,  Egypt,2021-12-13
Forgotten Day 11,Movie,Action,1984.0,91 min,0.0,,2022-04-02
Deadly Return 12,Movie,music,2000.0,167 min,4.1,,2015-11-21
Last Secret 13  ,Movie,Drama,2020.0,,8.4,Thailand,2023-02-20
Silent Awakening 14,Movie,War,2002.0,184 min,6.8,Japan,2023-07-14
   ,Tv show,History,2001.0,,0,  South Africa,
Hidden Revenge 16,TV Show,Fantasy,2013.0,6 Seasons,9.3,South Africa,2020-01-20
Final Love 17,TV Show,horror,2020.0,5 Seasons,4.6,Argentina,2023-04-14
