işlem_id,müşteri_id,işlem_tarihi,işlem_saati,tutar,para_birimi,işlem_tipi,kanal,cihaz,ip_adresi,konum_il,kart_türü,merchant_kategori,fraud_etiket
TRX1539635429,C1632449654,2024-05-07,03:38:19,328.63 TL,TRY,Alışveriş,POS,Windows PC,189.165.19.13,Manisa,Kredi Kartı,Kuyumcu,0
TRX8850384084,C7113620571,,21:11:33,63.89,,Alışveriş,ATM,Xiaomi Mi 11,122.183.221.19,Tekirdağ,Sanal Kart,Sağlık ,0
TRX0053126776,C4087350615,2024-01-18,11:49:08,186.56,TRY,Alışveriş,Mobil Uygulama,Samsung S21,138.109.50.54,Eskişehir,,Giyim,0
TRX1382024283,C3182111149,2024-03-21,11:31:19,113.37,TRY,Alışveriş,POS,iPhone 13,51.49.200.32,Ankara,Kredi Kartı,E-Ticaret ,0
TRX9467412981,C5353259141,2024-03-09,12:14:26,92.94,,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,237.44.56.159,Kocaeli,Kredi Kartı,Abonelik,0
TRX2925479158,C8265880544,2025-08-10,17:17:22,121.55,TRY,Alışveriş,Mobil Uygulama,Android Tablet,206.29.64.26,Kocaeli,Ön Ödemeli,Market,0
TRX6301890667,C9143899407,2025/07/04,04:06:26,89.25,TRY,Para Yatırma,ATM,MacBook,67.153.110.123,,Kredi Kartı,Kuyumcu,0
TRX6923383579,C1813006581,2025-06-14,02:35:23,216.12,TRY,Alışveriş,Mobil Uygulama,Samsung S23,204.165.176.22,Manisa,Kredi Kartı,Abonelik,0
TRX3008438973,C3946901658,2024-12-17,19:45:19,72.17,TRY,Alışveriş,Mobil Uygulama,iPhone 14 Pro,,Kocaelı,Banka Kartı,Yemek,0
TRX2429735390,C9680897102,2025-06-30,02:04:23,27.77,TRY,Alışveriş,POS,Android Tablet,247.153.251.86,Konya,Sanal Kart, Market,0
TRX9053398666,C3509789880,2024-05-02,17:42:18,148.68,TRY,Havale/EFT,Web,iPhone 14 Pro,4.66.183.225,Adana,Kredi Kartı,Yemek,1
TRX7868921570,C7402059138,2025-11-17,01:50:29,87.06,TRY,Alışveriş,Mobil Uygulama,Samsung S21,58.66.94.211,Ankara,Kredi Kartı,E-Ticaret,0
TRX2406609146,C6954433173,2025-01-16,05:38:57,252.67,TRY,Alışveriş,Web,Huawei P40,233.204.241.50,Kocaeli,Banka Kartı,Yemek,0
TRX0096280053,C2888562052,2025-12-15,15:00:13,156.36,TRY,Havale/EFT,Web,,,Balıkesir,Kredi Kartı,Abonelik,0
TRX2907400100,C8239193728,26-04-2024,19:59:03,165.57,TRY,Havale/EFT,Mobil Uygulama,Samsung S23,,Muğla,,Sağlık,0
TRX5705573265,C8732114493,13/01/2025,02:49:17,139.52,TRY,Havale/EFT,,Huawei P40,114.123.150.177,Ankara,,Market,0
TRX0036834391,C4295857288,2025-06-14,14:31:39,37.86,TRY,Alışveriş,Web,iPhone 13,196.247.73.34,Kocaeli,Kredi Kartı,Kuyumcu,0
TRX9959192770,C4681983155,2025-01-12,00:50:12,108.93 TL,TRY,Alışveriş,Mobil Uygulama,Samsung S23,233.226.242.159,Adana,Kredi Kartı,Market,0
TRX3424085152,C4134132656,,07:46:31,214.47,TRY,Alışveriş,Mobil Uygulama,Samsung S23,152.153.121.238,Kocaeli,Kredi Kartı,Akaryakıt,0
TRX4724994440,C2015374173,2024-05-06,20:40:09,112.07,TRY,Para Çekme,POS,Android Tablet,254.19.179.146,Konya,Kredi Kartı,Yemek,0
TRX2156826007,C9885222611,2024-10-17,19:17:28,68.98,TRY,Alışveriş,POS,Huawei P40,,Ankara,Sanal Kart,Giyim,0
TRX3499211057,C3431667614,30.06.2024,12:42:13,146.01,TRY,,POS,Samsung S23,130.75.214.184,Kocaeli,Ön Ödemeli,Eğlence,0
TRX5623338344,C3818839184,2024-08-17,12:07:45,312.7,TRY,Alışveriş,Web,MacBook,142.212.29.164,Muğla,Kredi Kartı,,0
TRX6425441508,C4840528398,,,86.74,TRY,Alışveriş,Web,iPhone 14 Pro,103.216.95.201,Muğla,Kredi Kartı,E-Ticaret,0
TRX0872916372,C3125314780,2025-04-25,10:05:03,111.26,TRY,Havale/EFT,ATM,iPhone 13,43.146.137.112,Eskişehir,Ön Ödemeli,sağlık,0
TRX8384765695,C6627501589,2025-04-07,02:29:51,62.44,TRY,Havale/EFT,Mobil Uygulama,Huawei P40,115.35.39.211,Bursa,Kredi Kartı, Kuyumcu,0
TRX5231057925,C4913542748,2024-10-02,00:24:25,14451.43,TRY,Alışveriş,Mobil Uygulama,Windows PC,,Kayseri,Kredi Kartı,Abonelik,0
TRX7540887873,C6630775142,2026-01-01,05:36:05,91.95,USD,Alışveriş,Çağrı Merkezi,MacBook,172.248.144.152,Konya,Kredi Kartı,Giyim,0
TRX8471045555,C3304444861,2024-03-07,19:30:26,30.26,TRY,Para Yatırma,Mobil Uygulama,Huawei P40,15.37.189.144,Mersin,Kredi Kartı,,0
TRX3334755425,C1066841292,2024-09-18,09:24:19,21.07,,Havale/EFT,POS,,433.154.60.145,İzmir,Banka Kartı,Yemek,0
TRX1812525255,C1770352281,2024-03-30,06:47:14,101.67,TRY,Alışveriş,Mobil Uygulama,Huawei P40,38.130.127.138,Trabzon,Kredi Kartı,Seyahat,0
TRX5830422302,C6960421231,,02:39:54,90.09,TRY,Havale/EFT,,Huawei P40,182.155.185.146,Balıkesir,Kredi Kartı,Akaryakıt,0
TRX2022349346,C5926517995,2026-01-02,06:20:39,40.04,EUR,Para Çekme,Web,,98.166.3.238,Gaziantep,Banka Kartı,Giyim,0
TRX2121385068,C7849700412,2024-10-06,10:14:41,75.23,TRY,Alışveriş,Mobil Uygulama,,216.111.124.16,Muğla,Kredi Kartı,Abonelik,0
TRX9445084876,C6388828335,2025-11-23,20:28:56,106.02,TRY,Para Yatırma,ATM,iPhone 13,166.138.7.250,İzmir,Ön Ödemeli,E-Ticaret,0
TRX8064480897,C5366805371,2025-01-12,03:53:14,62.03,TRY,Alışveriş,Çağrı Merkezi,Xiaomi Mi 11,247.140.76.60,Samsun,Sanal Kart,Seyahat,0
TRX3543273455,C9923334820,2025-06-17,02:45:40,66.3,TRY,Alışveriş,Mobil Uygulama,Android Tablet,187.199.39.173,Adn,Kredi Kartı,Market,0
TRX9196733602,C3081991612,2024-12-14,01:43:34,-48.52,TRY,Alışveriş,POS,Samsung S23,183.37.228.69,Kony,Kredi Kartı,Sağlık,0
TRX3252599793,C6570247882,21/07/2024,22:02:42,60.76,TRY,Fatura Ödeme,Mobil Uygulama,Samsung S23,675.230.125.76,Gaziantep,Kredi Kartı,,0
TRX7495891577,C6164097123,2025-08-05,23:37:09,105.96,,Alışveriş,Mobil Uygulama,Android Tablet,202.90.110.207,Şanlıurfa,Kredi Kartı,Market,0
TRX2098195744,C1914778123,08.01.2026,07:32:04,56.21,TRY,Para Çekme,Mobil Uygulama,iPhone 14 Pro,11.122.159.207,Mersin,Kredi Kartı,Elektronik,0
TRX2645253603,C5350414670,2024-07-19,07:23:16,19.85,TRY,Alışveriş,Web,iPhone 14 Pro,151.80.248.197,Konya,Banka Kartı,E-Ticaret,0
TRX3450985780,C1568862687,2025/08/16,08:52:02,178.06,TRY,Havale/EFT,POS,Android Tablet,66.231.76.99,Tekirdağ,Kredi Kartı,E-Ticaret,0
TRX7722066759,C2192779059,17/07/2024,,178.36,TRY,Alışveriş,Mobil Uygulama,iPhone 14 Pro,51.186.38.120,İzmir,Banka Kartı,Seyahat,0
TRX3978747133,C7135778562,2025-06-30,16:13:52,25.67,USD,Alışveriş,POS,Xiaomi Mi 11,200.74.117.30,Trabzon,Ön Ödemeli,E-Ticaret,0
TRX4263793331,C2039023924,2025-08-24,23:40:30,"46,48",EUR,Havale/EFT,Mobil Uygulama,Huawei P40,154.123.103.201,Gaziantep,Banka Kartı,Giyim,1
TRX5572234311,C8006570707,2024-12-08,08:00:37,94.64,TRY,Havale/EFT,POS,Samsung S21,180.141.189.240,,Sanal Kart,,0
TRX4393102702,C7116644492,2025-07-15,05:42:19,129.32,TRY,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,237.161.171.120,,Kredi Kartı,Elektronik,0
TRX7246271806,C5020921882,2024-07-26,06:30:56,50.71,TRY,Havale/EFT,,iPhone 14 Pro,206.118.76.119,Muğla,Ön Ödemeli,Eğlence,0
TRX2792224025,C4472134624,2024-03-01,05:26:17,129.09,TRY,Alışveriş,Mobil Uygulama,Samsung S23,163.70.xx.168,Şanlıurfa,Banka Kartı,Seyahat,0
TRX8474423102,C5790811110,14-03-2024,03:04:30,35.54,TRY,Alışveriş,Çağrı Merkezi,iPhone 14 Pro,,Kocaeli,Kredi Kartı,Elektronik,0
TRX1466583566,C7972483939,2024-12-06,17:03:06,52.15,TRY,Fatura Ödeme,,Android Tablet,61.175.54.9,Mersin,Kredi Kartı,Kuyumcu ,0
TRX3826187751,C2166408323,2025-11-18,07:22:18,-76.83,,,Web,Xiaomi Mi 11,,,Banka Kartı,E-Ticaret,0
TRX3161849005,C5996280193,2024-04-07,12:54:49,,USD,Havale/EFT,POS,iPhone 13,170.175.142.72,Şanlıurfa,Kredi Kartı,Eğlence,0
TRX9131884598,C8909697223,2024-12-13,23:34:14,214.39,TRY,,Web,Samsung S21,,Kocaeli,Kredi Kartı,E-Ticaret,0
TRX8831930497,C1910137228,2025-06-20,09:05:23,32.21,EUR,Alışveriş,Mobil Uygulama,,169.114.119.32,İzmir,Kredi Kartı,Giyim,0
TRX0818132263,C6223906914,2024-06-03,03:15:18,20.09,TRY,Fatura Ödeme,Web,Windows PC,140.39.121.138,,Kredi Kartı,Giyim,0
TRX2373945844,C0882352461,2025-07-03,04:46:47,26.38 TL,TRY,Para Yatırma,Web,iPhone 13,,Bursa,Kredi Kartı,Giyim,0
TRX6800126764,C2391976232,2024-08-21,22:30:22,168.39 TL,TRY,Havale/EFT,Web,Xiaomi Mi 11,160.88.204.61,Balıkesir,Kredi Kartı,Eğlence,0
TRX0785854022,C5415941079,2025-09-08,17:39:19,48.04,USD,Alışveriş,Mobil Uygulama,,93.228.162.251,Antalya,Kredi Kartı,Akaryakıt,0
TRX2939012120,C3223101274,2025-03-17,13:13:07,263.89,TRY,Alışveriş,Çağrı Merkezi,Samsung S21,112.172.126.162,,Kredi Kartı, Sağlık,0
TRX9209402619,C5893309101,2025-02-20,02:39:09,74.18,TRY,Alışveriş,POS,iPhone 14 Pro,154.177.3.250,Eskişehir,,Yemek,0
TRX5902824266,C8999249812,14.05.2024,16:00:32,171.26,TRY,Alışveriş,Mobil Uygulama,Huawei P40,206.145.121.137,Samsun,Kredi Kartı,E-Ticaret,0
TRX0283179887,C0685479769,2024-12-18,02:08:52,35.97,TRY,Alışveriş,Mobil Uygulama,iPhone 14 Pro,140.167.57.92,Manisa,Kredi Kartı,Sağlık,1
TRX1759489797,C9112773945,2025-10-14,19:40:36,25.46,TRY,Para Yatırma,Web,Samsung S23,39.179.101.195,İzmir,,Abonelik,0
TRX0716833186,C5109150770,2024-01-15,08:27:18,118.76,TRY,Alışveriş,,Samsung S23,,,Kredi Kartı,Eğlence,0
TRX9770036597,C9095453366,2025-07-31,01:47:01,134.45,TRY,Alışveriş,Mobil Uygulama,,128.121.26.253,Kayseri,Kredi Kartı,Abonelik,0
TRX6895316524,C3709667889,2025-01-10,20:49:46,"141,53",TRY,Havale/EFT,,Windows PC,132.112.108.234,Muğla,Banka Kartı,Seyahat,0
TRX2612986819,C1580036001,2025-07-02,23:56:21,237.25,EUR,Havale/EFT,Çağrı Merkezi,Xiaomi Mi 11,148.112.238.116,Adana,Banka Kartı,Eğlence,0
TRX3165779254,C7522013960,2025-05-20,16:41:40,146.38,TRY,Alışveriş,Web,Samsung S23,,Diyarbakır,Kredi Kartı,E-Ticaret,0
TRX0889883317,C9065915213,2024-11-25,18:14:22,"201,21",TRY,Alışveriş,Çağrı Merkezi,iPhone 14 Pro,9.4.93.234,Samsun,Kredi Kartı,Abonelik,0
TRX0853467755,C4501969994,23.08.2024,10:09:38,66.71,TRY,İade,Web,,125.179.39.97,Samsun,Kredi Kartı,Akaryakıt,0
TRX0806761472,C2198901865,2025-04-23,,118.84,TRY,Alışveriş,POS,Windows PC,247.168.203.68,Kayseri,Kredi Kartı,Eğlence,0
TRX9998162998,C7411923215,2024-04-16,04:00:19,75.97,TRY,Alışveriş,POS,iPhone 14 Pro,,Samsun,Banka Kartı,Abonelik,0
TRX4415743679,C4768756047,2025/03/21,10:11:52,73.8,TRY,Alışveriş,Mobil Uygulama,Windows PC,99.198.206.9,,Banka Kartı,Market,0
TRX6961237660,C4166234831,2024-03-13,21:13:29,50.85,TRY,Havale/EFT,ATM,Xiaomi Mi 11,229.244.45.10,Trabzon,Kredi Kartı,Seyahat,0
TRX7194678276,C9589438139,2025-05-10,14:07:31,,TRY,Alışveriş,,Samsung S23,190.201.122.49,İstanbul,Banka Kartı,Giyim,0
TRX7971296698,C7537718537,24-04-2025,14:53:57,35.04,USD,Alışveriş,Web,MacBook,248.184.196.227,Eskişehir,Sanal Kart,Kuyumcu,0
TRX0007049431,C3423969963,2024-03-05,13:58:08,28.98,TRY,Para Çekme,Mobil Uygulama,iPhone 13,163.248.5.37,Muğla,Kredi Kartı,Seyahat,0
TRX4035941219,C4894918472,,03:21:49,26.43,TRY,Alışveriş,Mobil Uygulama,Huawei P40,155.31.62.199,Adana,,Market,0
TRX1769842272,C6828159433,2024-11-12,02:26:36,47.65,TRY,Alışveriş,POS,Xiaomi Mi 11,248.241.38.165,Balıkesir,Kredi Kartı,Kuyumcu,0
TRX5478268267,C9686631195,2025-08-22,01:20:43,193.52,TRY,Para Yatırma,Mobil Uygulama,iPhone 13,,Muğla,Sanal Kart,Yemek,0
TRX9923995027,C6869297419,2024-02-01,04:36:04,162.45,USD,Fatura Ödeme,Web,Windows PC,73.14.227.8,Tekirdağ,Kredi Kartı,Elektronik,0
TRX2874414660,C3295181746,,03:10:18,260.47,TRY,Alışveriş,ATM,iPhone 13,221.8.246.153,Konya,Banka Kartı,Eğlence,0
TRX3968276040,C1960150019,2025-01-11,,32.3,TRY,Alışveriş,Mobil Uygulama,Samsung S21,237.236.34.86,Antalya,Sanal Kart,Seyahat,0
TRX9054262285,C7875615959,,14:41:26,40.41,USD,Alışveriş,Mobil Uygulama,MacBook,67.156.192,İstanbul,Sanal Kart,Market,0
TRX6864845736,C9933972502,2024-09-08,11:03:45,,TRY,Havale/EFT,POS,MacBook,242.246.248.123,Ankara,Banka Kartı, Abonelik,0
TRX0276008653,C0406568549,2025-05-18,09:05:22,219.2,TRY,Para Yatırma,Mobil Uygulama,Xiaomi Mi 11,120.132.85.83,Muğla,Kredi Kartı,Giyim,0
TRX7406261193,C8888847030,2024-04-20,,85.7,EUR,Havale/EFT,Mobil Uygulama,Xiaomi Mi 11,,Tekirdağ,Banka Kartı,Market,0
TRX7414223036,C0941767516,,16:40:48,"35,24",TRY,Havale/EFT,ATM,,79.52.254.66,Adn,Ön Ödemeli,Eğlence,0
TRX3506836830,C3780462870,2024-03-19,20:33:05,21.86,TRY,,Mobil Uygulama,MacBook,128.54.254.199,Antalya,Kredi Kartı,Giyim,0
TRX2346667830,C5199872328,2024-05-13,13:28:33,,TRY,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,150.242.194.188,İzmir,Kredi Kartı,Giyim,0
TRX6741433460,C3049140983,2025-03-23,04:08:05,24.74,TRY,İade,Mobil Uygulama,iPhone 13,18.111.85.3,Trabzon,Kredi Kartı,E-Ticaret,0
TRX7547679891,C4153375700,2025-08-27,11:48:33,,TRY,Havale/EFT,ATM,Windows PC,122.94.149.1,Kocaelı,Banka Kartı,Sağlık,0
TRX6769996326,C7706528203,,22:59:54,48.74,USD,Fatura Ödeme,Web,Windows PC,137.246.175.135,Ankara,Kredi Kartı,Seyahat,0
TRX7995609288,C8145918079,2024-08-16,17:15:48,92.06,TRY,Alışveriş,ATM,Xiaomi Mi 11,227.239.157.241,Antalya,Kredi Kartı,E-Ticaret,0
TRX9318601988,C4475824385,2025/12/05,18:58:09,661.3,TRY,Alışveriş,Mobil Uygulama,Windows PC,,Trabzon,Kredi Kartı,Kuyumcu,0
TRX6266552452,C3690140119,2026-01-24,06:33:20,398.63,,Havale/EFT,POS,iPhone 14 Pro,192.43.14.219,Eskişehir,Sanal Kart,E-Ticaret,0
TRX6570411648,C1434292848,18/03/2025,,179.3,TRY,Alışveriş,POS,iPhone 14 Pro,147.208.67.102,Izmir,Banka Kartı,,0
TRX4909552314,C3467027970,2024-12-06,17:36:14,133.36,TRY,Para Çekme,Mobil Uygulama,iphne13,,Samsun,Kredi Kartı,,0
TRX4540405499,C6530786097,2024-09-21,,47.89,TRY,Havale/EFT,Web,Samsung S23,72.66.83.182,Şanlıurfa,Banka Kartı,E-Ticaret,0
TRX5388473188,C3939764581,2025-04-11,23:23:32,23.76,EUR,Havale/EFT,Mobil Uygulama,Samsung S23,42.191.43.173,Eskişehir,Kredi Kartı,E-Ticaret,0
TRX6651467746,C8793453230,2025-03-26,12:50:26,158.84,TRY,Alışveriş,Web,MacBook,,Tekirdağ,,Yemek,0
TRX9232194080,C2858386514,2024-08-12,,49.95,TRY,Alışveriş,Mobil Uygulama,iPhone 13,167.110.175.175,Mersin,Kredi Kartı,Kuyumcu,0
TRX2204121752,C9713585759,18/01/2024,02:34:03,131.17,TRY,Para Çekme,POS,Xiaomi Mi 11,76.170.87.169,Eskişehir,Sanal Kart,Elektronik,0
TRX9332702472,C4178210260,2024-04-25,03:42:13,41.96,USD,Alışveriş,Mobil Uygulama,iPhone 14 Pro,125.253.56.194,Manisa,Banka Kartı,Yemek,0
TRX9686618186,C8260878900,2025-12-31,22:00:34,90.54,EUR,Alışveriş,Web,Windows PC,34.3.2.158,,Sanal Kart,Giyim,0
TRX0679494459,C4676417432,2024/11/14,13:29:39,"88,27",EUR,Alışveriş,,Huawei P40,,,Ön Ödemeli,Yemek,0
TRX8323601519,C9317892800,2025-01-02,09:38:09,34.4,TRY,Para Çekme,Mobil Uygulama,Samsung S21,118.31.159.37,Konya,Kredi Kartı,Kuyumcu,0
TRX1757581716,C9658628311,2024-12-21,06:46:35,469.96,TRY,Alışveriş,ATM,Samsung S21,76.239.41.115,Bursa,,Akaryakıt,0
TRX1620256134,C0159883418,2025-08-19,,"57,41",TRY,Alışveriş,Mobil Uygulama,Huawei P40,96.175.70.252,Antalya ,Kredi Kartı,Giyim,0
TRX0557888611,C9427622563,2024-02-19,21:45:53,72.7,,Havale/EFT,Mobil Uygulama,Android Tablet,28.213.204.79,Antalya,Kredi Kartı,Giyim,0
TRX2225834074,C6701145478,04-03-2024,01:06:32,148.78,TRY,Alışveriş,ATM,Android Tablet,61.250.103.126,İzmir,Ön Ödemeli,,0
TRX1830004150,C6013735089,2024-07-29,17:39:03,117.09,USD,Para Yatırma,,MacBook,148.75.152.134,Kayseri,,Eğlence,0
TRX2574034004,C3738204698,2025/01/05,04:24:56,148.03,EUR,Alışveriş,Mobil Uygulama,Samsung S21,139.48.174.91,,Sanal Kart,Market,0
TRX1621901414,C2203980964,2025-05-26,09:19:38,44.09,TRY,Havale/EFT,POS,Android Tablet,241.61.230.55,Ankara,Kredi Kartı,E-Ticaret,0
TRX3097304318,C8384652868,08.01.2025,20:37:14,47.71,TRY,Para Yatırma,Mobil Uygulama,Android Tablet,98.83.154.31,Kocaeli,Kredi Kartı,Yemek,0
TRX7067051710,C6643801277,2024/12/02,16:39:24,95.11,TRY,Alışveriş,Web,Samsung S23,,Konya,Kredi Kartı,Abonelik,0
TRX0382356589,C7938922104,15.12.2025,10:33:58,,,Para Yatırma,ATM,Samsung S23,168.21.173.163,Antalya ,Kredi Kartı,Giyim,0
TRX2751356495,C5084484278,2024-05-02,21:13:27,-70.38,TRY,Alışveriş,Mobil Uygulama,Windows PC,174.109.22.83,Adana,Kredi Kartı,,0
TRX7603178653,C4525677686,2025-03-11,09:11:52,172.6,TRY,Fatura Ödeme,Mobil Uygulama,iPhone 13,149.189.162.4,Diyarbakır,Kredi Kartı,Seyahat,0
TRX0010569979,C4209921676,2025-02-17,07:23:27,,TRY,Para Çekme,Mobil Uygulama,Samsung S23,154.181.110.42,Mersin,Kredi Kartı,Eğlence,0
TRX4445265284,C1757304883,26-12-2024,06:43:29,37.71,TRY,Fatura Ödeme,Mobil Uygulama,Huawei P40,129.239.93.182,Izmir,Ön Ödemeli,Yemek,0
TRX1185124335,C5475771094,2025-09-07,19:05:23,94.73,TRY,Alışveriş,Mobil Uygulama,Windows PC,24.61.139.71,G.Antep,Banka Kartı,Sağlık,0
TRX6250127572,C4161352381,2024/07/22,23:03:55,230.06,TRY,Alışveriş,Mobil Uygulama,Huawei P40,121.133.107.12,Diyarbakır,Kredi Kartı,Kuyumcu,0
TRX5258777004,C3374206335,2025-12-27,07:18:21,44.76,TRY,Alışveriş,POS,Android Tablet,,Antalya,Kredi Kartı,Giyim,0
TRX9257809379,C1784922875,2024-09-09,16:42:52,182.51,TRY,Alışveriş,Mobil Uygulama,MacBook,13.206.146.79,Muğla,Ön Ödemeli,Yemek,0
TRX3792944792,C1229355910,2025-02-19,14:15:28,13.49,TRY,Alışveriş,Çağrı Merkezi,MacBook,249.105.211.22,Kayseri,Banka Kartı,Giyim,0
TRX7140395315,C4249740969,2025-01-31,11:36:51,169.05,TRY,Alışveriş,Mobil Uygulama,Android Tablet,,Izmir,Banka Kartı,Yemek,0
TRX5092917061,C5861226848,2025-10-09,11:19:01,94.8,TRY,Alışveriş,POS,Windows PC,238.209.134.134,Trabzon,,Elektronik,0
TRX6393539833,C0886211071,2024-11-30,,21.83,TRY,Alışveriş,Web,Samsung S23,234.253.75.19,Manisa,Kredi Kartı,Sağlık,0
TRX8583760956,C5557946474,2024-08-04,20:04:43,167.42,USD,Alışveriş,Web,Samsung S23,61.247.109.13,Ankara,Kredi Kartı,Akaryakıt,0
TRX6133079386,C7485472084,2024-01-17,13:06:05,43.37,TRY,Alışveriş,POS,Samsung S23,88.187.32.21,Kayseri,Ön Ödemeli,Elektronik,0
TRX1569088137,C9941702500,2024-10-04,13:06:37,71.33,TRY,Fatura Ödeme,Mobil Uygulama,,32.229.246.108,Eskişehir,Ön Ödemeli,Akaryakıt,0
TRX4580375074,C4990315500,2025-09-21,,41.03,TRY,Fatura Ödeme,Web,Android Tablet,21.214.143.100,Gaziantep,Kredi Kartı,market,0
TRX1785240630,C9289518890,2024-01-08,05:28:48,37.83,TRY,İade,Web,Huawei P40,156.82.63.67,Balıkesir,,Giyim,1
TRX6951103852,C6991391576,2025-11-13,03:06:21,,TRY,Alışveriş,Web,Xiaomi Mi 11,186.104.11.188,Antalya,Kredi Kartı,E-Ticaret,0
TRX1078796240,C9915421907,2025-02-17,18:25:26,388.48,TRY,Alışveriş,Mobil Uygulama,iPhone 13,3.191.63.201,Konya,Sanal Kart,Yemek,0
TRX0196263391,C0766271581,2024-04-16,09:39:00,267.95,TRY,Alışveriş,Mobil Uygulama,Windows PC,67.221.74.153,,Kredi Kartı,Yemek,0
TRX2045368734,C2266336503,2024-08-18,01:21:40,289.66,TRY,Alışveriş,Mobil Uygulama,Samsung S23,72.141.111.72,Diyarbakır,Banka Kartı,Abonelik,0
TRX6747230855,C9127006042,2025-02-26,,39.02,TRY,Alışveriş,Mobil Uygulama,iPhone 13,5.188.35.160,Tekirdağ,Kredi Kartı,Akaryakıt,0
TRX7288035916,C0305813014,2024-08-28,22:33:06,,TRY,Alışveriş,Web,Windows PC,57.167.143.197,Gaziantep,Banka Kartı,Market,0
TRX2472543372,C2249707346,2024-03-23,04:15:07,182.71,,Havale/EFT,Mobil Uygulama,Win pc,172.214.69.119,Samsun,Sanal Kart,E-Ticaret,0
TRX0658848748,C3368787873,2025-05-22,21:15:38,334.08,TRY,Para Çekme,Web,Xiaomi Mi 11,233.237.11.67,,,E-Ticaret,0
TRX6432261545,C8150386359,2025-05-27,15:34:34,96.84,TRY,Fatura Ödeme,Web,iPhone 13,107.32.184.138,Şanlıurfa,Kredi Kartı,Market,0
TRX3552452260,C2631645295,2024-03-31,,149.39,TRY,Fatura Ödeme,ATM,iPhone 14 Pro,,Kocaeli,Kredi Kartı,Giyim,0
TRX0877151064,C3125279047,2024-08-02,17:54:45,280.73,,Fatura Ödeme,Web,Samsung S21,,Şanlıurfa,Kredi Kartı,Market,0
TRX2331952132,C3487287107,2024-07-04,23:30:57,169.95,TRY,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,76.59.20.111,Tekirdağ,Banka Kartı,Elektronik,0
TRX5024967424,C7303751121,2025-05-17,05:27:38,64.17,TRY,Alışveriş,Web,Windows PC,8.44.71.32,Manisa,Sanal Kart,Yemek,0
TRX5956035513,C0187119818,2025-07-10,10:23:15,53.17,TRY,,POS,Samsung S23,218.162.139.180,Bursa,,Sağlık,0
TRX5639269354,C3661255723,2025-07-07,09:42:07,119.26,EUR,Alışveriş,POS,Xiaomi Mi 11,211.171.136.84,,,Sağlık,0
TRX3611701366,C3139372224,2025-12-16,14:40:59,,TRY,Alışveriş,Mobil Uygulama,,217.194.97.178,Mersn,Kredi Kartı,Yemek,0
TRX3126360456,C1626029308,2025-08-08,22:31:00,63.12,TRY,Alışveriş,Web,MacBook,223.93.97.104,Adana,Banka Kartı,Akaryakıt,0
TRX2043437692,C0782326423,2024-09-01,14:43:07,17.87,EUR,Fatura Ödeme,Çağrı Merkezi,MacBook,242.151.54.135,Diyarbakır,Kredi Kartı,Elektronik,0
TRX4860260191,C3899226346,2024-03-23,14:45:46,61.67,TRY,Havale/EFT,Mobil Uygulama,Windows PC,191.58.58.141,Kocaeli,Banka Kartı,Akaryakıt,0
TRX0004607112,C8172505908,2025-04-13,18:16:56,"42,50",USD,Alışveriş,Mobil Uygulama,Huawei P40,144.72.75.82,,Banka Kartı,Seyahat,0
TRX1495240482,C8359637671,2025-11-29,16:19:58,118.22,TRY,Alışveriş,Mobil Uygulama,MacBook,176.89.130.74,Adana,Kredi Kartı,Abonelik,0
TRX5523428928,C9078390751,2026-01-13,03:44:55,102.25,TRY,Para Yatırma,Mobil Uygulama,iPhone 14 Pro,,Gaziantep,Banka Kartı,Akaryakıt,0
TRX6074609328,C0697789389,2024-06-24,19:21:39,43.47,TRY,Alışveriş,Mobil Uygulama,iphne13,101.137.200.26,İzmir,Kredi Kartı,Abonelik,0
TRX4984241482,C1895897209,2024-06-29,13:05:26,23.86,TRY,Havale/EFT,POS,iPhone 13,,Tekirdağ,Kredi Kartı,Eğlence,0
TRX8897669399,C0729332686,2024-01-29,05:00:11,75.52,TRY,Alışveriş,Web,Android Tablet,176.172.69.56,Eskişehir,Ön Ödemeli,Abonelik,0
TRX6392796145,C5188416021,17.04.2024,04:40:07,300.91,TRY,Havale/EFT,Mobil Uygulama,MacBook,23.8.35.105,Kayseri,Banka Kartı,ABONELIK,1
TRX3535053271,C1119364443,2025-02-26,17:15:14,67.44,TRY,Alışveriş,Mobil Uygulama,Samsng S23,86.227.254.6,İstanbul,Banka Kartı,E-Ticaret,0
TRX7237297859,C1659947565,,19:02:55,54.98,TRY,Alışveriş,,Samsung S23,141.195.183.117,Eskişehir,Kredi Kartı,Seyahat,0
TRX9940047040,C2098230587,2024-10-09,21:00:35,87.6,TRY,Para Yatırma,Mobil Uygulama,Android Tablet,185.159.15.242,İstanbul,Kredi Kartı,E-Ticaret,0
TRX7906303099,C8083125832,,06:38:26,58.95,TRY,Havale/EFT,Web,Android Tablet,80.153.198.100,Mersin,Banka Kartı,Giyim,0
TRX3241538381,C7068036189,2025-09-24,22:24:39,,TRY,Para Yatırma,Web,,69.76.7.110,Manisa,Kredi Kartı,Sağlık,0
